Coverage ErrorRate EditDis n Freq
150 1 6 36 6047
150 1 6 37 4294
150 1 6 38 3100
150 1 6 39 2103
150 1 6 40 1295
150 1 6 41 910
150 1 6 42 674
150 1 6 43 424
150 1 6 44 280
150 1 6 45 167
150 1 6 46 100
150 1 6 47 85
150 1 6 48 21
150 1 6 49 13
150 1 6 50 15
150 1 6 51 21
150 1 6 52 2
150 1 6 53 6
150 2 0 1 65766
150 2 0 2 64005
150 2 0 3 42552
150 2 0 4 22095
150 2 0 5 8526
150 2 0 6 2835
150 2 0 7 632
150 2 0 8 261
150 2 0 9 50
150 2 0 10 11
150 2 2 1 33250
150 2 2 2 48050
150 2 2 3 53526
150 2 2 4 50504
150 2 2 5 46280
150 2 2 6 43351
150 2 2 7 40724
150 2 2 8 37288
150 2 2 9 32010
150 2 2 10 25368
150 2 2 11 19093
150 2 2 12 12557
150 2 2 13 7932
150 2 2 14 4742
150 2 2 15 2550
150 2 2 16 1276
150 2 2 17 628
150 2 2 18 229
150 2 2 19 119
150 2 2 20 44
150 2 2 21 36
150 2 4 1 1759
150 2 4 2 3130
150 2 4 3 4652
150 2 4 4 6548
150 2 4 5 9536
150 2 4 6 13613
150 2 4 7 18641
150 2 4 8 23509
150 2 4 9 28424
150 2 4 10 31918
150 2 4 11 34793
150 2 4 12 36248
150 2 4 13 36914
150 2 4 14 36211
150 2 4 15 34565
150 2 4 16 32293
150 2 4 17 29250
150 2 4 18 25110
150 2 4 19 21188
150 2 4 20 17113
150 2 4 21 12494
150 2 4 22 9688
150 2 4 23 6819
150 2 4 24 4706
150 2 4 25 3178
150 2 4 26 1953
150 2 4 27 1223
150 2 4 28 612
150 2 4 29 440
150 2 4 30 201
150 2 4 31 107
150 2 4 32 54
150 2 4 33 43
150 2 4 34 15
150 2 6 1 35
150 2 6 2 71
150 2 6 3 115
150 2 6 4 182
150 2 6 5 394
150 2 6 6 643
150 2 6 7 1166
150 2 6 8 1630
150 2 6 9 2617
150 2 6 10 3786
150 2 6 11 5486
150 2 6 12 7761
150 2 6 13 10379
150 2 6 14 13667
150 2 6 15 16646
150 2 6 16 19952
150 2 6 17 24011
150 2 6 18 27456
150 2 6 19 29573
150 2 6 20 31702
150 2 6 21 32079
150 2 6 22 32558
150 2 6 23 31467
150 2 6 24 30795
150 2 6 25 28387
150 2 6 26 25597
150 2 6 27 22802
150 2 6 28 19674
150 2 6 29 16257
150 2 6 30 12920
150 2 6 31 10453
150 2 6 32 8007
150 2 6 33 6004
150 2 6 34 4409
150 2 6 35 3074
150 2 6 36 2242
150 2 6 37 1481
150 2 6 38 983
150 2 6 39 551
150 2 6 40 340
150 2 6 41 198
150 2 6 42 153
150 2 6 43 72
150 2 6 44 22
150 2 6 45 2
150 2 6 46 14
150 2 6 47 11
150 4 0 1 43456
150 4 0 2 19560
150 4 0 3 6228
150 4 0 4 1385
150 4 0 5 294
150 4 0 6 56
150 4 2 1 83959
150 4 2 2 72870
150 4 2 3 56622
150 4 2 4 43383
150 4 2 5 31743
150 4 2 6 23347
150 4 2 7 16014
150 4 2 8 10130
150 4 2 9 5881
150 4 2 10 3302
150 4 2 11 1693
150 4 2 12 620
150 4 2 13 281
150 4 2 14 97
150 4 2 15 45
150 4 2 16 2
150 4 2 17 4
150 4 2 19 2
150 4 4 1 18504
150 4 4 2 23587
150 4 4 3 27026
150 4 4 4 30576
150 4 4 5 34025
150 4 4 6 37145
150 4 4 7 38898
150 4 4 8 38613
150 4 4 9 37035
150 4 4 10 35087
150 4 4 11 31514
150 4 4 12 27847
150 4 4 13 22775
150 4 4 14 18868
150 4 4 15 14746
150 4 4 16 11563
150 4 4 17 8518
150 4 4 18 6050
150 4 4 19 4030
150 4 4 20 2472
150 4 4 21 1593
150 4 4 22 1030
150 4 4 23 531
150 4 4 24 273
150 4 4 25 138
150 4 4 26 80
150 4 4 27 37
150 4 4 28 21
150 4 4 29 4
150 4 6 1 1249
150 4 6 2 1919
150 4 6 3 2754
150 4 6 4 4127
150 4 6 5 5757
150 4 6 6 7621
150 4 6 7 9733
150 4 6 8 12520
150 4 6 9 15324
150 4 6 10 18292
150 4 6 11 21333
150 4 6 12 24564
150 4 6 13 26803
150 4 6 14 29584
150 4 6 15 31031
150 4 6 16 31670
150 4 6 17 31829
150 4 6 18 31168
150 4 6 19 29031
150 4 6 20 26760
150 4 6 21 23987
150 4 6 22 21288
150 4 6 23 18347
150 4 6 24 14635
150 4 6 25 11709
150 4 6 26 9693
150 4 6 27 7207
150 4 6 28 5384
150 4 6 29 3981
150 4 6 30 2743
150 4 6 31 1780
150 4 6 32 1280
150 4 6 33 804
150 4 6 34 497
150 4 6 35 335
150 4 6 36 204
150 4 6 37 111
150 4 6 38 51
150 4 6 39 34
150 4 6 40 9
150 4 6 41 7
200 0 0 1 13798
200 0 0 2 38550
200 0 0 3 71692
200 0 0 4 101310
200 0 0 5 111750
200 0 0 6 101290
200 0 0 7 81296
200 0 0 8 55377
200 0 0 9 35520
200 0 0 10 19811
200 0 0 11 9912
200 0 0 12 4589
200 0 0 13 1666
200 0 0 14 870
200 0 0 15 352
200 0 0 16 102
200 0 0 17 36
200 0 0 19 20
200 0 2 2 6
200 0 2 3 28
200 0 2 4 104
200 0 2 5 412
200 0 2 6 1021
200 0 2 7 2658
200 0 2 8 5294
200 0 2 9 10327
200 0 2 10 16974
200 0 2 11 25662
200 0 2 12 36032
200 0 2 13 46856
200 0 2 14 54995
200 0 2 15 61380
200 0 2 16 63608
200 0 2 17 62912
200 0 2 18 57949
200 0 2 19 50859
200 0 2 20 41622
200 0 2 21 33384
200 0 2 22 24755
200 0 2 23 18827
200 0 2 24 12968
200 0 2 25 8792
200 0 2 26 5214
200 0 2 27 3351
200 0 2 28 1933
200 0 2 29 1093
200 0 2 30 723
200 0 2 31 307
200 0 2 32 194
200 0 2 33 103
200 0 2 34 50
200 0 2 35 51
200 0 4 7 2
200 0 4 8 8
200 0 4 9 11
200 0 4 10 27
200 0 4 11 146
200 0 4 12 207
200 0 4 13 485
200 0 4 14 1017
200 0 4 15 2009
200 0 4 16 3277
200 0 4 17 5314
200 0 4 18 8304
200 0 4 19 12431
200 0 4 20 17493
200 0 4 21 22991
200 0 4 22 28882
200 0 4 23 34800
200 0 4 24 40121
200 0 4 25 45365
200 0 4 26 47501
200 0 4 27 49231
200 0 4 28 49166
200 0 4 29 47061
200 0 4 30 43393
200 0 4 31 38709
200 0 4 32 33630
200 0 4 33 28236
200 0 4 34 23472
200 0 4 35 18534
200 0 4 36 13864
200 0 4 37 10449
200 0 4 38 7994
200 0 4 39 5419
200 0 4 40 3684
200 0 4 41 2837
200 0 4 42 1723
200 0 4 43 1138
200 0 4 44 604
200 0 4 45 435
200 0 4 46 239
200 0 4 47 116
200 0 4 48 53
200 0 4 49 27
200 0 4 50 39
200 0 6 15 2
200 0 6 16 6
200 0 6 17 16
200 0 6 18 53
200 0 6 19 117
200 0 6 20 264
200 0 6 21 405
200 0 6 22 618
200 0 6 23 1187
200 0 6 24 2096
200 0 6 25 2895
200 0 6 26 4286
200 0 6 27 6449
200 0 6 28 8738
200 0 6 29 11938
200 0 6 30 15189
200 0 6 31 19616
200 0 6 32 23777
200 0 6 33 27567
200 0 6 34 32475
200 0 6 35 36609
200 0 6 36 38593
200 0 6 37 40960
200 0 6 38 42317
200 0 6 39 41703
200 0 6 40 40711
200 0 6 41 37479
200 0 6 42 35945
200 0 6 43 32344
200 0 6 44 28313
200 0 6 45 24603
200 0 6 46 20637
200 0 6 47 16895
200 0 6 48 13670
200 0 6 49 10801
200 0 6 50 8626
200 0 6 51 6535
200 0 6 52 5034
200 0 6 53 3207
200 0 6 54 2500
200 0 6 55 1849
200 0 6 56 1211
200 0 6 57 897
200 0 6 58 483
200 0 6 59 387
200 0 6 60 149
200 0 6 61 171
200 0 6 62 75
200 0 6 63 31
200 0 6 65 15
200 0.1 0 1 15820
200 0.1 0 2 42279
200 0.1 0 3 75124
200 0.1 0 4 100910
200 0.1 0 5 109452
200 0.1 0 6 97657
200 0.1 0 7 75432
200 0.1 0 8 50022
200 0.1 0 9 29110
200 0.1 0 10 15444
200 0.1 0 11 7764
200 0.1 0 12 3614
200 0.1 0 13 1344
200 0.1 0 14 525
200 0.1 0 15 224
200 0.1 0 16 34
200 0.1 0 17 18
200 0.1 2 1 449
200 0.1 2 2 1198
200 0.1 2 3 2327
200 0.1 2 4 3313
200 0.1 2 5 4118
200 0.1 2 6 4820
200 0.1 2 7 5986
200 0.1 2 8 8556
200 0.1 2 9 12889
200 0.1 2 10 19770
200 0.1 2 11 29273
200 0.1 2 12 38846
200 0.1 2 13 48732
200 0.1 2 14 56163
200 0.1 2 15 60286
200 0.1 2 16 61929
200 0.1 2 17 59616
200 0.1 2 18 54890
200 0.1 2 19 45198
200 0.1 2 20 37656
200 0.1 2 21 29502
200 0.1 2 22 21830
200 0.1 2 23 15686
200 0.1 2 24 10544
200 0.1 2 25 6390
200 0.1 2 26 4438
200 0.1 2 27 2730
200 0.1 2 28 1486
200 0.1 2 29 806
200 0.1 2 30 482
200 0.1 2 31 251
200 0.1 2 32 114
200 0.1 2 33 47
200 0.1 2 34 26
200 0.1 2 35 16
200 0.1 4 2 2
200 0.1 4 3 1
200 0.1 4 5 8
200 0.1 4 6 33
200 0.1 4 7 88
200 0.1 4 8 169
200 0.1 4 9 345
200 0.1 4 10 539
200 0.1 4 11 884
200 0.1 4 12 1386
200 0.1 4 13 2028
200 0.1 4 14 2998
200 0.1 4 15 4103
200 0.1 4 16 5531
200 0.1 4 17 8245
200 0.1 4 18 10899
200 0.1 4 19 14876
200 0.1 4 20 20090
200 0.1 4 21 25377
200 0.1 4 22 30346
200 0.1 4 23 36855
200 0.1 4 24 41516
200 0.1 4 25 44994
200 0.1 4 26 46872
200 0.1 4 27 47698
200 0.1 4 28 46955
200 0.1 4 29 45076
200 0.1 4 30 41743
200 0.1 4 31 36684
200 0.1 4 32 30486
200 0.1 4 33 25206
200 0.1 4 34 19952
200 0.1 4 35 16206
200 0.1 4 36 12162
200 0.1 4 37 9321
200 0.1 4 38 6887
200 0.1 4 39 4799
200 0.1 4 40 3183
200 0.1 4 41 2106
200 0.1 4 42 1441
200 0.1 4 43 823
200 0.1 4 44 624
200 0.1 4 45 481
200 0.1 4 46 172
200 0.1 4 47 178
200 0.1 4 48 58
200 0.1 4 49 8
200 0.1 4 51 10
200 0.1 6 10 1
200 0.1 6 11 1
200 0.1 6 12 6
200 0.1 6 13 17
200 0.1 6 14 30
200 0.1 6 15 54
200 0.1 6 16 99
200 0.1 6 17 186
200 0.1 6 18 276
200 0.1 6 19 450
200 0.1 6 20 785
200 0.1 6 21 1103
200 0.1 6 22 1554
200 0.1 6 23 2354
200 0.1 6 24 3342
200 0.1 6 25 4678
200 0.1 6 26 6084
200 0.1 6 27 8001
200 0.1 6 28 11128
200 0.1 6 29 14674
200 0.1 6 30 18030
200 0.1 6 31 21176
200 0.1 6 32 25567
200 0.1 6 33 29310
200 0.1 6 34 32995
200 0.1 6 35 36449
200 0.1 6 36 38551
200 0.1 6 37 40824
200 0.1 6 38 41130
200 0.1 6 39 40706
200 0.1 6 40 39341
200 0.1 6 41 36564
200 0.1 6 42 33288
200 0.1 6 43 29513
200 0.1 6 44 26159
200 0.1 6 45 22794
200 0.1 6 46 18154
200 0.1 6 47 14855
200 0.1 6 48 12180
200 0.1 6 49 10192
200 0.1 6 50 7550
200 0.1 6 51 6087
200 0.1 6 52 4531
200 0.1 6 53 2940
200 0.1 6 54 2155
200 0.1 6 55 1629
200 0.1 6 56 1022
200 0.1 6 57 623
200 0.1 6 58 527
200 0.1 6 59 245
200 0.1 6 60 198
200 0.1 6 61 87
200 0.1 6 62 136
200 0.1 6 63 43
200 0.1 6 64 23
200 0.1 6 65 35
200 0.1 6 67 12
200 0.5 0 1 25468
200 0.5 0 2 56568
200 0.5 0 3 86708
200 0.5 0 4 100065
200 0.5 0 5 94272
200 0.5 0 6 72758
200 0.5 0 7 48232
200 0.5 0 8 28170
200 0.5 0 9 14570
200 0.5 0 10 6897
200 0.5 0 11 2820
200 0.5 0 12 1144
200 0.5 0 13 448
200 0.5 0 14 105
200 0.5 0 15 32
200 0.5 0 18 19
200 0.5 2 1 2459
200 0.5 2 2 6593
200 0.5 2 3 11871
200 0.5 2 4 16158
200 0.5 2 5 18131
200 0.5 2 6 18252
200 0.5 2 7 19032
200 0.5 2 8 19768
200 0.5 2 9 24411
200 0.5 2 10 30260
200 0.5 2 11 39365
200 0.5 2 12 47598
200 0.5 2 13 53692
200 0.5 2 14 55813
200 0.5 2 15 55202
200 0.5 2 16 52350
200 0.5 2 17 44469
200 0.5 2 18 38331
200 0.5 2 19 29344
200 0.5 2 20 22068
200 0.5 2 21 15822
200 0.5 2 22 10703
200 0.5 2 23 7241
200 0.5 2 24 4457
200 0.5 2 25 2823
200 0.5 2 26 1580
200 0.5 2 27 860
200 0.5 2 28 368
200 0.5 2 29 206
200 0.5 2 30 109
200 0.5 2 31 71
200 0.5 2 32 49
200 0.5 2 33 23
200 0.5 2 35 10
200 0.5 4 1 9
200 0.5 4 2 24
200 0.5 4 3 55
200 0.5 4 4 87
200 0.5 4 5 146
200 0.5 4 6 276
200 0.5 4 7 517
200 0.5 4 8 1015
200 0.5 4 9 1783
200 0.5 4 10 2953
200 0.5 4 11 4272
200 0.5 4 12 6195
200 0.5 4 13 8229
200 0.5 4 14 10326
200 0.5 4 15 12651
200 0.5 4 16 15242
200 0.5 4 17 17721
200 0.5 4 18 21555
200 0.5 4 19 24397
200 0.5 4 20 28917
200 0.5 4 21 33654
200 0.5 4 22 36839
200 0.5 4 23 41143
200 0.5 4 24 43007
200 0.5 4 25 43816
200 0.5 4 26 43321
200 0.5 4 27 42165
200 0.5 4 28 38642
200 0.5 4 29 34830
200 0.5 4 30 29879
200 0.5 4 31 25761
200 0.5 4 32 20418
200 0.5 4 33 16462
200 0.5 4 34 12817
200 0.5 4 35 9654
200 0.5 4 36 7279
200 0.5 4 37 5190
200 0.5 4 38 3363
200 0.5 4 39 2104
200 0.5 4 40 1509
200 0.5 4 41 820
200 0.5 4 42 576
200 0.5 4 43 370
200 0.5 4 44 219
200 0.5 4 45 102
200 0.5 4 46 54
200 0.5 4 47 71
200 0.5 4 48 6
200 0.5 6 7 1
200 0.5 6 8 5
200 0.5 6 9 8
200 0.5 6 10 16
200 0.5 6 11 33
200 0.5 6 12 73
200 0.5 6 13 119
200 0.5 6 14 193
200 0.5 6 15 331
200 0.5 6 16 591
200 0.5 6 17 958
200 0.5 6 18 1399
200 0.5 6 19 2044
200 0.5 6 20 2877
200 0.5 6 21 3997
200 0.5 6 22 5368
200 0.5 6 23 6710
200 0.5 6 24 8788
200 0.5 6 25 11122
200 0.5 6 26 13312
200 0.5 6 27 15742
200 0.5 6 28 18770
200 0.5 6 29 22186
200 0.5 6 30 25134
200 0.5 6 31 28094
200 0.5 6 32 31177
200 0.5 6 33 33954
200 0.5 6 34 36342
200 0.5 6 35 37633
200 0.5 6 36 37383
200 0.5 6 37 38285
200 0.5 6 38 36715
200 0.5 6 39 35186
200 0.5 6 40 31581
200 0.5 6 41 29540
200 0.5 6 42 25579
200 0.5 6 43 23139
200 0.5 6 44 19179
200 0.5 6 45 15012
200 0.5 6 46 12265
200 0.5 6 47 10582
200 0.5 6 48 7906
200 0.5 6 49 6048
200 0.5 6 50 4672
200 0.5 6 51 3209
200 0.5 6 52 2414
200 0.5 6 53 1525
200 0.5 6 54 1117
200 0.5 6 55 687
200 0.5 6 56 531
200 0.5 6 57 431
200 0.5 6 58 188
200 0.5 6 59 101
200 0.5 6 60 79
200 0.5 6 61 49
200 0.5 6 62 27
200 0.5 6 63 18
200 0.5 6 64 11
200 0.5 6 65 8
200 1 0 1 38754
200 1 0 2 71109
200 1 0 3 91540
200 1 0 4 87840
200 1 0 5 68064
200 1 0 6 44303
200 1 0 7 24064
200 1 0 8 12132
200 1 0 9 5030
200 1 0 10 2189
200 1 0 11 612
200 1 0 12 286
200 1 0 13 56
200 1 0 14 30
200 1 2 1 6128
200 1 2 2 14813
200 1 2 3 24717
200 1 2 4 31413
200 1 2 5 33648
200 1 2 6 32489
200 1 2 7 31549
200 1 2 8 31623
200 1 2 9 35390
200 1 2 10 41234
200 1 2 11 46777
200 1 2 12 50580
200 1 2 13 50109
200 1 2 14 47569
200 1 2 15 42180
200 1 2 16 36141
200 1 2 17 27804
200 1 2 18 20682
200 1 2 19 15288
200 1 2 20 10256
200 1 2 21 6207
200 1 2 22 3979
200 1 2 23 2386
200 1 2 24 1352
200 1 2 25 701
200 1 2 26 325
200 1 2 27 197
200 1 2 28 40
200 1 2 29 31
200 1 2 30 51
200 1 4 1 85
200 1 4 2 220
200 1 4 3 379
200 1 4 4 558
200 1 4 5 787
200 1 4 6 1043
200 1 4 7 1686
200 1 4 8 2845
200 1 4 9 4493
200 1 4 10 6728
200 1 4 11 9698
200 1 4 12 12677
200 1 4 13 16227
200 1 4 14 19681
200 1 4 15 22671
200 1 4 16 25441
200 1 4 17 28119
200 1 4 18 30962
200 1 4 19 33878
200 1 4 20 36435
200 1 4 21 39062
200 1 4 22 40926
200 1 4 23 40377
200 1 4 24 40217
200 1 4 25 39309
200 1 4 26 35691
200 1 4 27 31943
200 1 4 28 28153
200 1 4 29 23574
200 1 4 30 19379
200 1 4 31 15782
200 1 4 32 11834
200 1 4 33 9310
200 1 4 34 6732
200 1 4 35 4687
200 1 4 36 3277
200 1 4 37 2056
200 1 4 38 1304
200 1 4 39 780
200 1 4 40 624
200 1 4 41 304
200 1 4 42 182
200 1 4 43 152
200 1 4 44 99
200 1 4 45 11
200 1 4 46 32
200 1 6 1 1
200 1 6 2 1
200 1 6 3 1
200 1 6 4 3
200 1 6 5 3
200 1 6 6 8
200 1 6 7 24
200 1 6 8 31
200 1 6 9 48
200 1 6 10 88
200 1 6 11 157
200 1 6 12 277
200 1 6 13 411
200 1 6 14 659
200 1 6 15 958
200 1 6 16 1604
200 1 6 17 2300
200 1 6 18 3321
200 1 6 19 4576
200 1 6 20 6202
200 1 6 21 8222
200 1 6 22 10493
200 1 6 23 12892
200 1 6 24 15459
200 1 6 25 18125
200 1 6 26 20855
200 1 6 27 24163
200 1 6 28 26526
200 1 6 29 29431
200 1 6 30 31470
200 1 6 31 34177
200 1 6 32 35494
200 1 6 33 36977
200 1 6 34 37018
200 1 6 35 36029
200 1 6 36 33809
200 1 6 37 32627
200 1 6 38 29976
200 1 6 39 27342
200 1 6 40 24500
200 1 6 41 21038
200 1 6 42 17795
200 1 6 43 14787
200 1 6 44 12162
200 1 6 45 9530
200 1 6 46 7608
200 1 6 47 6143
200 1 6 48 4539
200 1 6 49 3247
200 1 6 50 2189
200 1 6 51 1665
200 1 6 52 1130
200 1 6 53 857
200 1 6 54 545
200 1 6 55 332
200 1 6 56 252
200 1 6 57 153
200 1 6 58 111
200 1 6 59 37
200 1 6 60 35
200 1 6 61 17
200 1 6 63 10
200 1 6 66 4
200 2 0 1 61642
200 2 0 2 77889
200 2 0 3 69064
200 2 0 4 45335
200 2 0 5 24924
200 2 0 6 11326
200 2 0 7 4088
200 2 0 8 1296
200 2 0 9 490
200 2 0 10 88
200 2 0 11 48
200 2 2 1 23830
200 2 2 2 40743
200 2 2 3 53408
200 2 2 4 57063
200 2 2 5 53463
200 2 2 6 48563
200 2 2 7 44852
200 2 2 8 42767
200 2 2 9 42662
200 2 2 10 42520
200 2 2 11 40860
200 2 2 12 35191
200 2 2 13 29547
200 2 2 14 22460
200 2 2 15 16439
200 2 2 16 11250
200 2 2 17 7094
200 2 2 18 4198
200 2 2 19 2383
200 2 2 20 1350
200 2 2 21 801
200 2 2 22 398
200 2 2 23 192
200 2 2 24 59
200 2 2 25 44
200 2 2 26 32
200 2 2 27 9
200 2 2 31 8
200 2 4 1 1047
200 2 4 2 2167
200 2 4 3 3168
200 2 4 4 4176
200 2 4 5 5123
200 2 4 6 6435
200 2 4 7 8584
200 2 4 8 11494
200 2 4 9 15296
200 2 4 10 20236
200 2 4 11 24227
200 2 4 12 28278
200 2 4 13 31818
200 2 4 14 34742
200 2 4 15 36428
200 2 4 16 37890
200 2 4 17 38538
200 2 4 18 39119
200 2 4 19 38087
200 2 4 20 37151
200 2 4 21 36255
200 2 4 22 33385
200 2 4 23 30105
200 2 4 24 26365
200 2 4 25 23382
200 2 4 26 19231
200 2 4 27 15370
200 2 4 28 11989
200 2 4 29 8896
200 2 4 30 6957
200 2 4 31 4687
200 2 4 32 3193
200 2 4 33 2012
200 2 4 34 1571
200 2 4 35 939
200 2 4 36 572
200 2 4 37 341
200 2 4 38 215
200 2 4 39 108
200 2 4 40 57
200 2 4 41 61
200 2 4 42 15
200 2 4 43 11
200 2 4 44 19
200 2 4 45 5
200 2 4 47 8
200 2 6 1 13
200 2 6 2 30
200 2 6 3 54
200 2 6 4 83
200 2 6 5 124
200 2 6 6 180
200 2 6 7 290
200 2 6 8 453
200 2 6 9 726
200 2 6 10 999
200 2 6 11 1452
200 2 6 12 1790
200 2 6 13 2556
200 2 6 14 3512
200 2 6 15 4609
200 2 6 16 6261
200 2 6 17 7928
200 2 6 18 10382
200 2 6 19 12611
200 2 6 20 15761
200 2 6 21 18890
200 2 6 22 21942
200 2 6 23 24367
200 2 6 24 27657
200 2 6 25 30299
200 2 6 26 32526
200 2 6 27 33974
200 2 6 28 34876
200 2 6 29 35676
200 2 6 30 35554
200 2 6 31 34536
200 2 6 32 33182
200 2 6 33 31338
200 2 6 34 29571
200 2 6 35 26999
200 2 6 36 24136
200 2 6 37 21215
200 2 6 38 17810
200 2 6 39 14667
200 2 6 40 11925
200 2 6 41 9918
200 2 6 42 7647
200 2 6 43 6123
200 2 6 44 4551
200 2 6 45 3440
200 2 6 46 2371
200 2 6 47 1738
200 2 6 48 1275
200 2 6 49 856
200 2 6 50 491
200 2 6 51 415
200 2 6 52 219
200 2 6 53 172
200 2 6 54 81
200 2 6 55 84
200 2 6 56 46
200 2 6 57 20
200 2 6 58 18
200 2 6 59 10
200 2 6 60 4
200 2 6 61 6
200 4 0 1 57022
200 4 0 2 34152
200 4 0 3 14828
200 4 0 4 4600
200 4 0 5 1056
200 4 0 6 252
200 4 0 7 24
200 4 0 8 9
200 4 2 1 85543
200 4 2 2 85477
200 4 2 3 74023
200 4 2 4 59961
200 4 2 5 47699
200 4 2 6 38189
200 4 2 7 31129
200 4 2 8 24240
200 4 2 9 18156
200 4 2 10 12902
200 4 2 11 8235
200 4 2 12 5000
200 4 2 13 2913
200 4 2 14 1489
200 4 2 15 678
200 4 2 16 316
200 4 2 17 205
200 4 2 18 73
200 4 2 19 15
200 4 2 20 1
200 4 4 1 15739
200 4 4 2 20118
200 4 4 3 23392
200 4 4 4 25620
200 4 4 5 28360
200 4 4 6 31475
200 4 4 7 35308
200 4 4 8 37191
200 4 4 9 39679
200 4 4 10 40477
200 4 4 11 40101
200 4 4 12 39189
200 4 4 13 37351
200 4 4 14 35046
200 4 4 15 32632
200 4 4 16 29051
200 4 4 17 25635
200 4 4 18 21942
200 4 4 19 18784
200 4 4 20 15228
200 4 4 21 12052
200 4 4 22 9358
200 4 4 23 6899
200 4 4 24 5071
200 4 4 25 3518
200 4 4 26 2406
200 4 4 27 1592
200 4 4 28 1028
200 4 4 29 661
200 4 4 30 373
200 4 4 31 178
200 4 4 32 99
200 4 4 33 58
200 4 4 34 49
200 4 4 35 20
200 4 4 36 4
200 4 4 37 5
200 4 4 39 2
200 4 6 1 868
200 4 6 2 1278
200 4 6 3 1852
200 4 6 4 2390
200 4 6 5 3135
200 4 6 6 4155
200 4 6 7 5292
200 4 6 8 6904
200 4 6 9 8340
200 4 6 10 10225
200 4 6 11 12201
200 4 6 12 14251
200 4 6 13 16240
200 4 6 14 18584
200 4 6 15 21537
200 4 6 16 23885
200 4 6 17 26153
200 4 6 18 28335
200 4 6 19 30741
200 4 6 20 32458
200 4 6 21 33220
200 4 6 22 33854
200 4 6 23 34175
200 4 6 24 33525
200 4 6 25 32010
200 4 6 26 30267
200 4 6 27 28390
200 4 6 28 25737
200 4 6 29 23017
200 4 6 30 20541
200 4 6 31 17616
200 4 6 32 15087
200 4 6 33 12478
200 4 6 34 10112
200 4 6 35 7923
200 4 6 36 6060
200 4 6 37 4802
200 4 6 38 3668
200 4 6 39 2640
200 4 6 40 2004
200 4 6 41 1300
200 4 6 42 840
200 4 6 43 686
200 4 6 44 404
200 4 6 45 215
200 4 6 46 206
200 4 6 47 106
200 4 6 48 77
200 4 6 49 47
200 4 6 50 21
200 4 6 51 12
200 4 6 52 9
200 4 6 53 2
50 0 0 1 56310
50 0 0 2 38694
50 0 0 3 17932
50 0 0 4 6695
50 0 0 5 1812
50 0 0 6 364
50 0 0 7 72
50 0 0 8 27
50 0 2 1 10638
50 0 2 2 21853
50 0 2 3 30237
50 0 2 4 31517
50 0 2 5 26386
50 0 2 6 18415
50 0 2 7 11019
50 0 2 8 5854
50 0 2 9 2591
50 0 2 10 1071
50 0 2 11 335
50 0 2 12 110
50 0 2 13 42
50 0 2 14 30
50 0 4 1 1113
50 0 4 2 3867
50 0 4 3 8644
50 0 4 4 15050
50 0 4 5 20841
50 0 4 6 24434
50 0 4 7 24416
50 0 4 8 21087
50 0 4 9 16336
50 0 4 10 11388
50 0 4 11 7206
50 0 4 12 3964
50 0 4 13 2209
50 0 4 14 1129
50 0 4 15 463
50 0 4 16 175
50 0 4 17 77
50 0 4 18 30
50 0 4 19 9
50 0 4 20 7
50 0 6 1 109
50 0 6 2 519
50 0 6 3 1451
50 0 6 4 3654
50 0 6 5 6996
50 0 6 6 11289
50 0 6 7 15618
50 0 6 8 19253
50 0 6 9 21069
50 0 6 10 20386
50 0 6 11 18009
50 0 6 12 14512
50 0 6 13 10828
50 0 6 14 7526
50 0 6 15 4864
50 0 6 16 3103
50 0 6 17 1727
50 0 6 18 859
50 0 6 19 415
50 0 6 20 196
50 0 6 21 114
50 0 6 22 63
50 0 6 23 19
50 0 6 24 11
50 0 6 25 3
50 0 6 26 5
50 0.1 0 1 54980
50 0.1 0 2 36627
50 0.1 0 3 16864
50 0.1 0 4 5255
50 0.1 0 5 1542
50 0.1 0 6 385
50 0.1 0 7 64
50 0.1 2 1 12964
50 0.1 2 2 23223
50 0.1 2 3 31312
50 0.1 2 4 31047
50 0.1 2 5 24636
50 0.1 2 6 16864
50 0.1 2 7 9663
50 0.1 2 8 5194
50 0.1 2 9 2199
50 0.1 2 10 960
50 0.1 2 11 327
50 0.1 2 12 100
50 0.1 2 13 29
50 0.1 2 14 22
50 0.1 4 1 1444
50 0.1 4 2 4607
50 0.1 4 3 9709
50 0.1 4 4 16198
50 0.1 4 5 21973
50 0.1 4 6 24965
50 0.1 4 7 24095
50 0.1 4 8 20239
50 0.1 4 9 15077
50 0.1 4 10 10622
50 0.1 4 11 6258
50 0.1 4 12 3619
50 0.1 4 13 1954
50 0.1 4 14 882
50 0.1 4 15 410
50 0.1 4 16 178
50 0.1 4 17 90
50 0.1 4 18 43
50 0.1 4 19 4
50 0.1 6 1 124
50 0.1 6 2 603
50 0.1 6 3 1840
50 0.1 6 4 4067
50 0.1 6 5 7610
50 0.1 6 6 12146
50 0.1 6 7 16631
50 0.1 6 8 19867
50 0.1 6 9 21099
50 0.1 6 10 20031
50 0.1 6 11 17476
50 0.1 6 12 13859
50 0.1 6 13 10058
50 0.1 6 14 6977
50 0.1 6 15 4495
50 0.1 6 16 2637
50 0.1 6 17 1481
50 0.1 6 18 797
50 0.1 6 19 419
50 0.1 6 20 191
50 0.1 6 21 117
50 0.1 6 22 46
50 0.1 6 23 20
50 0.1 6 24 5
50 0.5 0 1 49134
50 0.5 0 2 28731
